Temperature;Humidity;Pressure;eCO2;TVOC;UV;IR;VIS;Time
21.14;42.75;988.92;403;0;0.0;251;266;1518004650
21.13;41.12;988.91;408;1;0.0;253;263;1518004680
21.14;41.58;988.83;408;1;0.0;256;259;1518004710
21.14;42.93;988.90;408;1;0.0;255;243;1518004740
21.15;42.02;988.92;408;1;0.03;255;255;1518004770
21.14;42.07;988.87;400;0;0.03;256;259;1518004800
21.14;41.33;988.86;408;1;0.0;255;256;1518004830
21.14;41.94;988.91;410;1;0.0;253;252;1518004860
21.13;42.29;988.93;410;1;0.0;251;278;1518004890
21.12;42.51;988.86;408;1;0.02;253;256;1518004920
21.12;42.17;988.92;408;1;0.02;250;261;1518004950
21.13;42.74;988.89;408;1;0.05;253;263;1518004980
21.13;42.17;988.93;408;1;0.0;256;251;1518005010
21.12;41.76;988.86;408;1;0.0;252;259;1518005040
21.13;41.26;988.89;408;1;0.0;255;254;1518005070
21.12;41.67;988.97;403;0;0.0;252;267;1518005100
21.13;42.73;988.92;409;1;0.01;253;254;1518005130
21.11;42.51;991.02;409;1;0.04;251;257;1518005160
21.11;40.35;989.03;409;1;0.0;253;249;1518005190
21.12;41.63;988.91;409;1;0.0;252;265;1518005220
21.11;41.23;988.93;400;0;0.05;253;262;1518005250
21.12;42.90;988.91;409;1;0.05;252;260;1518005280
21.12;41.13;988.95;409;1;0.02;254;263;1518005310
21.12;41.92;988.87;400;0;0.02;253;255;1518005340
21.12;41.86;988.92;409;1;0.0;254;265;1518005370
21.11;41.71;988.96;409;1;0.0;253;259;1518005400
21.11;41.70;988.94;400;0;0.04;254;261;1518005430
21.12;41.05;988.96;409;1;0.0;254;258;1518005460
21.11;41.67;988.89;409;1;0.02;255;262;1518005490
21.11;42.16;988.94;413;1;0.0;252;263;1518005520
21.11;42.23;988.89;409;1;0.01;251;242;1518005550
21.1;41.89;988.87;400;0;0.0;252;257;1518005580
21.1;41.07;988.90;409;1;0.01;252;252;1518005610
21.11;40.74;988.97;403;0;0.0;254;249;1518005640
21.1;41.69;988.88;403;0;0.08;252;250;1518005670
21.11;41.70;988.87;403;0;0.0;252;252;1518005700
21.09;41.92;988.97;408;1;0.0;255;262;1518005730
21.11;41.62;988.89;400;0;0.05;254;273;1518005760
21.09;42.53;988.99;411;1;0.02;252;251;1518005790
21.11;42.10;988.89;408;1;0.01;251;256;1518005820
21.1;41.38;991.04;408;1;0.0;255;258;1518005850
21.1;41.74;988.88;403;0;0.01;253;255;1518005880
21.11;41.37;988.98;408;1;0.01;249;255;1518005910
21.09;41.24;988.93;408;1;0.02;251;263;1518005940
21.11;41.85;988.99;408;1;0.0;255;267;1518005970
21.1;41.40;988.98;403;0;0.0;252;257;1518006000
21.08;39.72;988.93;400;0;0.02;254;268;1518006030
21.08;41.59;988.86;414;2;0.0;252;260;1518006060
21.08;40.73;988.87;409;1;0.01;252;258;1518006090
21.09;41.08;988.92;400;0;0.01;255;257;1518006120
21.09;42.16;988.96;409;1;0.0;256;253;1518006150
21.09;43.00;988.88;409;1;0.0;254;264;1518006180
21.08;41.68;988.96;409;1;0.0;251;260;1518006210
21.08;41.80;988.92;406;0;0.03;256;248;1518006240
21.09;41.05;988.92;400;0;0.03;255;257;1518006270
21.08;41.60;988.85;409;1;0.03;254;272;1518006300
21.07;41.95;988.85;409;1;0.0;251;262;1518006330
21.07;41.69;988.93;409;1;0.0;251;259;1518006360
21.08;41.52;988.91;409;1;0.02;255;248;1518006390
21.07;41.69;988.90;403;0;0.0;255;263;1518006420
21.06;41.67;988.87;403;0;0.0;256;255;1518006450
21.08;42.39;988.87;410;1;0.0;251;266;1518006480
21.08;41.37;988.88;402;0;0.0;256;266;1518006510
21.08;41.47;988.88;407;1;0.01;255;260;1518006540
21.08;41.12;988.91;400;0;0.0;256;258;1518006570
21.07;42.16;988.87;407;1;0.0;254;258;1518006600
21.07;40.97;988.88;400;0;0.0;251;252;1518006630
21.07;41.44;988.89;400;0;0.02;254;246;1518006660
21.09;41.96;988.88;407;1;0.04;256;251;1518006690
21.08;39.87;988.86;407;1;0.01;254;254;1518006720
21.08;42.96;988.87;407;1;0.0;252;262;1518006750
21.08;41.96;988.85;407;1;0.01;252;247;1518006780
21.07;41.55;988.87;400;0;0.03;253;259;1518006810
21.07;43.24;988.83;402;0;0.03;251;266;1518006840
21.07;41.02;988.82;407;1;0.0;252;253;1518006870
21.06;41.54;988.83;407;1;0.01;254;257;1518006900
21.07;41.79;988.76;400;0;0.01;253;266;1518006930
21.06;42.11;988.83;409;1;0.02;257;247;1518006960
21.06;41.62;988.81;400;0;0.0;251;253;1518006990
21.07;41.50;988.83;411;1;0.02;251;259;1518007020
21.06;41.55;988.83;400;0;0.0;254;265;1518007050
21.05;41.43;988.76;400;0;0.01;253;264;1518007080
21.05;42.02;988.76;409;1;0.01;252;263;1518007110
21.06;41.87;988.84;402;0;0.02;252;258;1518007140
21.06;40.65;988.77;402;0;0.03;253;262;1518007170
21.07;41.92;988.86;402;0;0.0;257;257;1518007200
21.05;41.69;988.79;402;0;0.0;251;265;1518007230
21.07;41.53;988.76;400;0;0.0;251;261;1518007260
21.06;41.23;988.84;400;0;0.05;253;247;1518007290
21.05;40.59;988.76;406;0;0.01;255;263;1518007320
21.06;41.99;988.77;410;1;0.01;252;260;1518007350
21.05;42.20;988.76;408;1;0.0;255;260;1518007380
21.05;42.62;988.78;408;1;0.01;254;268;1518007410
21.06;41.66;988.82;408;1;0.01;254;268;1518007440
21.05;42.18;988.84;408;1;0.01;255;249;1518007470
21.05;41.50;988.89;408;1;0.03;252;252;1518007500
21.06;41.61;988.78;408;1;0.05;255;259;1518007530
21.07;41.65;988.84;405;0;0.04;254;264;1518007560
21.07;41.33;988.87;405;0;0.05;251;244;1518007590
21.07;41.69;988.88;405;0;0.0;255;263;1518007620
21.06;41.58;988.90;400;0;0.0;250;252;1518007650
21.06;41.97;988.86;405;0;0.03;253;260;1518007680
21.08;39.62;988.87;405;0;0.03;254;264;1518007710
21.06;41.20;988.93;400;0;0.0;257;270;1518007740
21.07;41.44;988.93;413;1;0.0;250;245;1518007770
21.06;39.34;988.87;413;1;0.0;253;260;1518007800
21.06;43.22;988.84;413;1;0.0;252;259;1518007830
21.05;43.57;988.94;400;0;0.0;249;248;1518007860
21.06;41.55;988.93;400;0;0.0;253;272;1518007890
21.08;41.54;988.88;400;0;0.0;253;267;1518007920
21.06;41.54;988.93;408;1;0.0;253;265;1518007950
21.06;40.41;988.91;405;0;0.02;254;250;1518007980
21.06;41.37;988.93;413;1;0.0;251;263;1518008010
21.06;41.50;988.90;408;1;0.03;250;259;1518008040
21.05;42.17;988.87;408;1;0.0;250;256;1518008070
21.05;41.52;988.88;400;0;0.0;252;256;1518008100
21.06;42.50;988.97;400;0;0.01;253;262;1518008130
21.06;42.19;988.94;408;1;0.0;252;255;1518008160
21.05;42.42;988.89;400;0;0.02;254;266;1518008190
21.06;41.90;988.94;408;1;0.0;251;257;1518008220
21.07;41.39;988.84;408;1;0.0;256;261;1518008250
21.05;41.74;988.92;400;0;0.0;255;259;1518008280
21.06;40.08;988.94;400;0;0.0;253;249;1518008310
21.05;40.33;988.83;409;1;0.08;256;253;1518008340
21.05;41.51;988.87;409;1;0.0;253;258;1518008370
21.04;41.43;988.90;409;1;0.02;251;262;1518008400
21.05;42.20;988.84;409;1;0.02;252;256;1518008430
21.06;41.25;988.81;409;1;0.0;253;255;1518008460
21.04;41.48;988.87;409;1;0.0;255;268;1518008490
21.05;41.80;988.84;400;0;0.02;253;264;1518008520
21.05;40.93;988.88;409;1;0.0;256;266;1518008550
21.05;41.43;988.90;411;1;0.0;251;259;1518008580
21.05;42.63;988.90;411;1;0.02;251;265;1518008610
21.05;40.69;988.85;411;1;0.03;253;262;1518008640
21.03;40.75;988.95;411;1;0.02;251;263;1518008670
21.04;41.83;988.85;411;1;0.0;255;264;1518008700
21.05;41.82;988.93;411;1;0.0;254;268;1518008730
21.04;41.13;988.85;411;1;0.0;255;254;1518008760
21.05;39.86;988.93;411;1;0.0;254;270;1518008790
21.05;40.95;988.93;400;0;0.0;254;244;1518008820
21.04;41.18;988.85;400;0;0.0;255;248;1518008850
21.05;41.45;988.92;407;1;0.0;252;257;1518008880
21.04;42.10;988.83;407;1;0.0;251;255;1518008910
21.04;40.96;988.86;402;0;0.01;254;252;1518008940
21.03;40.97;988.89;406;0;0.0;254;259;1518008970
21.03;43.11;988.90;406;0;0.0;249;258;1518009000
21.02;39.95;988.90;406;0;0.05;255;254;1518009030
21.03;43.17;988.93;406;0;0.01;257;261;1518009060
21.03;41.39;988.90;406;0;0.08;253;259;1518009090
21.02;42.13;988.91;406;0;0.03;254;266;1518009120
21.03;41.49;988.88;406;0;0.0;249;252;1518009150
21.02;41.54;988.86;406;0;0.0;253;257;1518009180
21.02;41.14;988.88;406;0;0.0;251;260;1518009210
21.03;41.47;988.89;406;0;0.0;255;256;1518009240
21.02;41.02;988.93;406;0;0.04;254;253;1518009270
21.02;41.05;988.89;406;0;0.01;254;253;1518009300
21.03;41.07;988.92;406;0;0.0;254;250;1518009330
21.02;39.76;988.87;403;0;0.0;253;252;1518009360
21.01;41.53;988.90;408;1;0.01;254;256;1518009390
21.02;41.32;988.87;408;1;0.05;254;253;1518009420
21.04;41.76;988.91;408;1;0.02;254;253;1518009450
21.03;41.89;988.92;408;1;0.05;256;267;1518009480
21.03;41.23;988.88;408;1;0.02;255;261;1518009510
21.03;41.85;988.90;408;1;0.02;254;255;1518009540
21.03;41.69;988.86;408;1;0.02;256;263;1518009570
21.02;41.18;988.93;413;1;0.0;254;267;1518009600
21.03;42.36;988.92;405;0;0.02;255;254;1518009630
21.01;40.08;988.92;413;1;0.0;253;267;1518009660
21.02;41.50;988.86;400;0;0.04;253;264;1518009690
21.01;40.89;988.81;413;1;0.0;254;263;1518009720
